sample-id	forward-absolute-filepath	reverse-absolute-filepath
IowaWound.Human.1595	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1595_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1595_2.fastq.gz
IowaWound.Human.1599	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1599_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1599_2.fastq.gz
IowaWound.Human.1604	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1604_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1604_2.fastq.gz
IowaWound.Human.1606	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1606_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1606_2.fastq.gz
IowaWound.Human.1609	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1609_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1609_2.fastq.gz
IowaWound.Human.1610	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1610_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1610_2.fastq.gz
IowaWound.Human.1619	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1619_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1619_2.fastq.gz
IowaWound.Human.1620	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1620_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1620_2.fastq.gz
IowaWound.Human.1621	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1621_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1621_2.fastq.gz
IowaWound.Human.1626	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1626_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1626_2.fastq.gz
IowaWound.Human.1627	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1627_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1627_2.fastq.gz
IowaWound.Human.1630	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1630_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1630_2.fastq.gz
IowaWound.Human.1643	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1643_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1643_2.fastq.gz
IowaWound.Human.1651	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1651_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1651_2.fastq.gz
IowaWound.Human.1661	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1661_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1661_2.fastq.gz
IowaWound.Human.1662	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1662_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1662_2.fastq.gz
IowaWound.Human.1669	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1669_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1669_2.fastq.gz
IowaWound.Human.1670	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1670_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1670_2.fastq.gz
IowaWound.Human.1675	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1675_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1675_2.fastq.gz
IowaWound.Human.1680	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1680_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1680_2.fastq.gz
IowaWound.Human.1681	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1681_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1681_2.fastq.gz
IowaWound.Human.1686	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1686_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1686_2.fastq.gz
IowaWound.Human.1688	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1688_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1688_2.fastq.gz
IowaWound.Human.1689	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1689_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1689_2.fastq.gz
IowaWound.Human.1694	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1694_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1694_2.fastq.gz
IowaWound.Human.1697	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1697_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1697_2.fastq.gz
IowaWound.Human.1707	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1707_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1707_2.fastq.gz
IowaWound.Human.1716	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1716_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1716_2.fastq.gz
IowaWound.Human.1720	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1720_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1720_2.fastq.gz
IowaWound.Human.1723	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1723_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1723_2.fastq.gz
IowaWound.Human.1731	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1731_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1731_2.fastq.gz
IowaWound.Human.1733	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1733_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1733_2.fastq.gz
IowaWound.Human.1734	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1734_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1734_2.fastq.gz
IowaWound.Human.1740	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1740_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1740_2.fastq.gz
IowaWound.Human.1741	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1741_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1741_2.fastq.gz
IowaWound.Human.1757	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1757_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1757_2.fastq.gz
IowaWound.Human.1764	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1764_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1764_2.fastq.gz
IowaWound.Human.1768	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1768_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1768_2.fastq.gz
IowaWound.Human.1772	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1772_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1772_2.fastq.gz
IowaWound.Human.1783	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1783_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1783_2.fastq.gz
IowaWound.Human.1784	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1784_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1784_2.fastq.gz
IowaWound.Human.1786	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1786_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1786_2.fastq.gz
IowaWound.Human.1787	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1787_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1787_2.fastq.gz
IowaWound.Human.1792	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1792_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1792_2.fastq.gz
IowaWound.Human.1798	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1798_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1798_2.fastq.gz
IowaWound.Human.1799	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1799_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_IowaWound.Human.1799_2.fastq.gz
DNAfreewater3	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_DNAfreewater3_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_DNAfreewater3_2.fastq.gz
DNAfreewater1	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_DNAfreewater1_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_DNAfreewater1_2.fastq.gz
DNAfreewater2	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_DNAfreewater2_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_DNAfreewater2_2.fastq.gz
DNAfreewater4	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_DNAfreewater4_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_DNAfreewater4_2.fastq.gz
DNAfreewater5	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_DNAfreewater5_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_DNAfreewater5_2.fastq.gz
DNAfreewater6	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_DNAfreewater6_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_DNAfreewater6_2.fastq.gz
Nosample1	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_Nosample1_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_Nosample1_2.fastq.gz
Nosample2	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_Nosample2_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_Nosample2_2.fastq.gz
Nosample3	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_Nosample3_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_Nosample3_2.fastq.gz
Nosample4	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_Nosample4_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_Nosample4_2.fastq.gz
Nosample5	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_Nosample5_1.fastq.gz	/home/acampbe/IowaWoundData/MiSeqV1V3_35/demultiplexed/MiSeqV1V3_35_barcode_Nosample5_2.fastq.gz
